code,title
F51.2,"Tulburare neorganica de orar somn/veghe O lipsa a sincronizarii intre orarul somn/veghe si orarul somn/veghe dorit pentru mediul inconjurator al pacientului, rezultand intr-o suferinta fie de insomnie fie de hipersomnie. Inversiunea psihogena a ritmului (de): - circadian - nictemeral - somn Exclude: tulburari ale orarului (organic)"
F51.3,"Somnambulism [mersul prin somn] O stare de constienta alterata in care fenomenele de somn si veghe sunt combinate. In timpul unui episod de mers prin somn, individul se ridica din pat, de obicei in cursul primei treimi a somnului nocturn, si hoinareste avand nivele scazute de constienta, de reactivitate si de indemanare motrica. La trezire, nu se pastreaza nici o amintire despre eveniment."
F51.4,"Teroare in somn [teroare nocturna] Episoade nocturne de teroare si panica extrema asociate cu vocalizari intense, motilitate si nivele ridicate de descarcari autonome. Individul se ridica sau se trezeste, de obicei in prima treime a somnului nocturn, cu un tipat de panica. Destul de des el sau ea fuge spre usa ca si cand ar incerca sa scape, cu toate ca foarte rar paraseste camera. Amintirea evenimentului, daca exista vreuna, este foarte limitata (de obicei se rezuma la una sau doua imagini mentale fragmentate)."
F51.5,"Cosmaruri Experiente de vis incarcate cu a nxietate sau teama. Exista amintirea foarte detaliata a continutului visului. Experienta de vis este foarte vie si de obicei include teme implicand amenintari la viata, securitate sau stima de sine. Exista destul de des o recurenta a acelorasi teme sau similare de cosmaruri care provoaca spaima. In timpul unui episod tipic exista un grad de descarcare autonoma dar fara vocalizari sau motilitate corporala apreciabile. La trezire, individul devine repede alert si orientat. Tulburare de anxietate in vis"
F51.8,Alte tulburari de somn neorganice
F51.9,"Tulburari de somn neorganice, nespecificate Tulburare de somn emotional NOS Tulburari mentale si de comportament Lista Tabelar ă a Bolilor ICD-10-AM 2002 127"
F52,"Disfunctie sexuala, neprovocata de o tulburare sau boala organica Lista categoriilor cu trei caractere Lista Tabelar ă a Bolilor ICD-10-AM 2002 10a tulburare sau boala organica Disfunctia sexuala cuprinde diferite moduri prin care un individ este incapabil sa aiba relatia sexuala asa cum el sau ea si- ar dori-o. Raspunsul sexual este un proces psihosomatic si atat procesul psihologic cat si cel somatic sunt implicate de obicei in provocarea disfunctiei sexuale. Exclude: sindromul Dhat (F48.8)"
F52.0,"Absenta sau pierdere a dorintei sexuale Pierderea dorintei sexuale este principala problema si nu este secundara altor dificultati sexuale, cum ar fi esecul de erectie sau dispareunia. Frigiditate Tulburare privind dorinta sexuala hipoactiva"
F52.1,"Aversiunea sexuala si lipsa de placere sexuala Fie perspectiva relatiilor sexuale produce o frica sau anxietate suficiente astfel ca activitatea sexuala este evitata (aversiune), fie raspunsul sexual este normal si orgasmul este simtit dar exista o lipsa de placere specifica (lipsa placerii sexuale). Anhedonie (sexuala)"
F52.2,"Esec al raspunsului genital Principala problema la barbati este disfunctia de erectie (dificultate in dezvoltarea sau mentinerea unei erectii potrivite pentru un raport satisfacator). La femei, problema principala este uscaciunea vaginala sau esecul de lubricare. Tulburare de raspuns sexual la femeie Tulburare de erectie masculina Impotenta psihogena Exclude: impotenta de origine organica"
F52.3,"Disfunctie orgasmica Orgasmul fie nu are loc, fie este intarziat in mod deosebit. Orgasm inhibat (femeie) (barbat) Anorgasm psihogen"
F52.4,Ejaculare prematura Incapacitatea de a controla suficient ejacularea pentru ca ambii parteneri sa simta placere in raportul sexual.
F52.5,"Vaginism neorganic Spasmul muschilor planseului pelvian care inconjoara vaginul, provocand ocluzia deschiderii vaginale. Introducerea penisului este fie imposibila, fie dureroasa. Vaginism psihogen Exclude: vaginismul (organic) (N94.2)"
F52.6,Dispareunie neorganica Dispareunia (sau durerea in timpul relatiei sexuale) survine atat la femei cat si la barbati. Poate fi deseori atribuita patologiei locale si atunci clasificarea la afectiunea patologica ar fi corecta. Aceasta categorie urmeaza sa fie folosita numai daca nu exista nici o disfunctie sexuala neorganica primara (de ex vaginism sau uscaciune vaginala). Dispareunie psihogena Exclude: dispareunia (organica) (N94.1)
F52.7,Necesitate sexuala excesiva Nimfomanie Satiriaza
F52.8,Alta disfunctie sexuala necauzata de o tulburare sau o boala organica
F52.9,"Disfunctie sexuala nespecificata, necauzata de o tulburare sau o boala organica"
F53,"Tulburari comportamentale si mentale asociate cu puerperium, neclasificate altundeva /UIdown 0505 Tulburari comportamentale si mentale asociate cu puerperium, neclasificate altundeva Aceasta categorie include numai tulburarile mentale asociate cu puerperium (incepand cu perioada de sase saptamani dupa nastere) care nu intrunesc criteriile pentru tulburarile clasificate altundeva in acest informatii insuficiente, fie din cauza ca trasaturile clinice aditionale speciale sunt considerate a fi prezente astfel facand clasificarea lor altundeva necorespunzatoare."
F53.0,"Tulburari mentale si de comportament usoare asociate cu puerperium, neclasificate altundeva Depresie: - post-natala NOS - post-partum NOS"
F53.1,"Tulburari mentale si de comportament severe asociate cu puerperium, neclaificate altundeva Psihoza purperala NOS Tulburari mentale si de comportament Lista Tabelar ă a Bolilor ICD-10-AM 2002 128"
F53.8,"Alte tulburari mentale si de comportament asociate cu puerperium, neclasificate altundeva Post-partum: - posomorat NOS - disforia NOS - tulburare de dispozitie NOS - tristete NOS"
F53.9,"Tulburare mentala puerperala, nespecificata"
F54,"Factori psihologici si comportamentali asociati bolilor sau tulburarilor clasificate altundeva Factori psihologici si comportamentali asociati bolilor sau tulburarilor clasificate altundeva Aceasta categorie ar trebui sa fie folosita pentru a inregistra prezenta influentelor comportamentale sau psihologice considerate a fi jucat un rol important in etiologia tulburarilor fizice care pot fi clasificate la alte capitole. Orice tulburari mentale care rezulta sunt de obicei usoare si deseori prelungite (cum ar fi ingrijorarea, conflictul emotional, neincrederea) si nu justifica prin ele insele folosirea vreunei categorii din acest capitol. Exemplele de folosire a acestei categorii sunt: - astmul F54 si J45.- - dermatita F54 si L23-L25 - ulcerul gastric F54 si K25.- - colita mucoasa F54 si K58.- - colita ulcerativa F54 si K51.- - urticaria F54 si L50.- Factorii psihologici care afecteaza afectiunile fizice Folositi un cod aditional pentru a identifica tulburarea fizica asociata Exclude: cefaleea provocata de tensiune"
F55,"Folosire daunatoare de substante nedeterminand dependenta nedeterminand dependenta O larga varietate de medicamente si remedii populare pot fi implicate, dar grupurile foarte importante sunt: (a) medicamentele psihotrope care nu produc dependenta, cum ar fi antidepresivele, (b) laxativele, si (c) analgezicele care pot fi cumparate fara prescriere medicala, cum ar fi aspirina si paracetamolul. Folosirea persistenta a acestor substante implica deseori contacte care nu sunt necesare cu profesionistii medicali sau cu echipele acestora, si este uneori insotita de efectele fizice daunatoare ale substantelor. Incercarile de a convinge sa nu se foloseasca substanta sau de a se interzice folosirea ei intampina de multe ori rezistenta; aceasta se poate produce pentru laxative si analgezice, in ciuda avertismentelor despre vatamarea fizica (sau chiar dezvoltarea ei), cum ar fi disfunctia renala sau tulburarile electrolitice. Cu toate ca este clar de obicei ca pacientul are o motivatie serioasa pentru a lua substanta, simptomele de dependenta sau sevraj nu se dezvolta ca in cazul substantelor psihoactive specificate la F10- F19. Obiceiul de a lua laxative Tulburare de folosire a: - antiacidelor - remediilor pe baza de plante sau populare - steroizilor sau hormonilor - vitaminelor Exclude: tulburarea de folosire a substantelor psihoactive care produc dependenta (F10- F19)"
F55.0,/circlestar Antidepresive
F55.1,/circlestar Laxative
F55.2,/circlestar Analgezice
F55.3,/circlestar Antiacide
F55.4,/circlestar Vitamine
F55.5,/circlestar Steroizi sau hormoni
F55.6,/circlestar Remedii specifice din plante sau populare
F55.8,/circlestar Alte substante care nu produc dependenta
F55.9,/circlestar Nespecificate
F59,"Sindroame comportamentale nespecificate asociate perturbarilor fiziologice si factorilor fizici Tulburari de personalitate si de comportament la adulti (F60-F69) Sindroame comportamentale nespecificate asociate perturbarilor fiziologice si factorilor fizici Disfunctia fiziologica psihogena NOS Tulburari mentale si de comportament Lista Tabelar ă a Bolilor ICD-10-AM 2002 129 Tulburari de personalitate si de comportament la adulti (F60-F69) Acest bloc include o varietate de afectiuni si tipare de comportament semnificative clinic ce tind sa fie persistente si apar ca expresia stilului de viata al individului si modului de a stabili raporturi cu el insusi sau ea insasi si cu altii. Unele din aceste afectiuni si tipare de comportament apar timpuriu in cursul dezvoltarii individuale, ca rezultat atat al factorilor constitutionali cat si al experientei sociale, in timp ce altele se dobandesc mai tarziu in cursul vietii. Tulburarile de personalitate specifice (F60.-), alte tulburari de personalitate si mixte (F61.-), si schimbarile de personalitate durabile (F62.-) sunt tipare de comportament durabile si adanc inradacinate, manifestandu-se ca raspunsuri inflexibile la un larg evantai de situatii sociale si personale. Ele reprezinta deviatii semnificative sau extreme de la modul in care individul obisnuit dintr-o cultura data percepe, gandeste, simte si, mai ales, are legatura cu altii. Asemenea tipare de comportament tind sa fie stabile si cuprind multiple domenii ale comportamentului si functionarii psihologice. Ele sunt in mod frecvent, dar nu intotdeauna, asociate cu diferite grade de suferinta subiectiva si probleme de performanta sociala."
F60,"Tulburari de personalitate specifice Tulburari de personalitate si de comportament la adulti /UIdown 0512 Tulburari de personalitate specifice Sunt perturbari severe in personalitatea si tendintele comportamentale ale individului; nu rezulta direct dintr-o boala, vatamare sau alta leziune pe creier sau din alta tulburare psihiatrica; implicand de obicei mai multe zone ale personalitatii; aproape intotdeauna asociate cu o suferinta personala considerabila si o bulversare sociala; si se manifesta de obicei din copilarie sau adolescenta si continua in perioada adulta."
F60.0,"Tulburare de personalitate paranoida Tulburare de personalitate caracterizata prin sensibilitate excesiva la intreruperi, neiertarea insultelor; suspiciune si o tendinta de a denatura experienta prin interpretarea gresita a actiunilor neutre sau prietenesti ale altora ca fiind ostile sau dispretuitoare; suspiciune recurenta, fara justificare, privind fidelitatea sexuala a sotului/sotiei sau a partenerului sexual; si un simt combativ si tenace al drepturilor proprii. Poate exista o auto-importanta excesiva si exista deseori o auto-referire excesiva. Personalitate (tulburare de): - paranoida expansiva - fanatica - paranoida - certareata - paranoida sensibila Exclude: paranoia: - cverulenta (F22.8) paranoida: - psihoza (F22.0) - schizofrenia (F20.0) - stare (F22.0)"
F60.1,"Tulburare de personalitate schizoida Tulburare de personalitate caracterizata printr- o restrangere a contactelor afective, sociale si altele cu o preferinta pentru fantezie, activitati solitare si introspectie. Exista o capacitate limitata de a-si exprima sentimentele si a experimenta placerea. Exclude: sindromul Asperger (F84.5) tulburarea deliranta (F22.0) tulburarea schizoida a copilariei (F84.5) schizofrenia (F20.-) tulburarea schizotipala (F21) Tulburari mentale si de comportament Lista Tabelar ă a Bolilor ICD-10-AM 2002 130"
F60.2,"Tulburare de personalitate disociala Tulburare de personalitate caracterizata printr-un dispret fata de obligatiile sociale si o indiferenta rece fata de sentimentele altora. Exista o diferenta considerabila intre comportament si normele sociale existente. Comportamentul nu este modificabil usor printr-o experienta nefavorabila, incluzand pedeapsa. Exista o toleranta scazuta in privinta frustrarii si o limita minima de descarcare a agresiunii, incluzand violenta; exista tendinta de a blama pe altii sau de a oferi rationari plauzibile pentru comportamentul care a dus pacientul in conflict cu societatea. Personalitate (tulburare de): - amorala - antisociala - asociala - psihopata - sociopata Exclude: tulburarile de conduita (F91.-) tulburarea de personalitate instabila emotional (F60.3)"
